Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
202599,521,11200,2,Amherst Town-Northampton  MA ,93,93,37837,31,62,15556,0,0,0,24,136,12344,66,66,30637,31,62,15556,0,0,0,0,0,0
202599,521,24640,5,Greenfield  MA ,58,58,22301,3,6,1486,0,0,0,0,0,0,43,43,17850,3,6,1486,0,0,0,0,0,0
202599,521,44140,2,Springfield  MA ,286,286,90930,7,14,2082,0,0,0,3,18,1500,218,218,68865,7,14,2082,0,0,0,3,18,1500
202599,522,27300,5,Jacksonville  IL ,5,5,941,5,10,1746,0,0,0,0,0,0,2,2,734,5,10,1746,0,0,0,0,0,0
202599,522,30660,5,Lincoln  IL ,7,7,1535,0,0,0,0,0,0,1,57,9900,7,7,1535,0,0,0,0,0,0,1,57,9900
202599,522,44100,2,Springfield  IL ,191,191,74445,22,44,7519,0,0,0,0,0,0,187,187,73044,22,44,7519,0,0,0,0,0,0
202599,522,45380,5,Taylorville  IL ,60,60,20965,0,0,0,0,0,0,0,0,0,8,8,2585,0,0,0,0,0,0,0,0,0
202599,523,18060,5,Columbus  MS ,143,143,17172,0,0,0,0,0,0,0,0,0,143,143,17172,0,0,0,0,0,0,0,0,0
202599,523,44260,5,Starkville  MS ,63,63,23738,1,2,435,0,0,0,0,0,0,58,58,23001,1,2,435,0,0,0,0,0,0
202599,524,20180,5,DuBois  PA ,69,69,19869,3,6,568,0,0,0,0,0,0,69,69,19869,3,6,568,0,0,0,0,0,0
202599,524,44300,2,State College  PA ,255,255,86018,16,32,5122,4,12,2233,3,15,2749,248,248,84061,16,32,5122,4,12,2233,3,15,2749
202599,532,12180,5,Auburn  NY ,110,110,32486,0,0,0,0,0,0,0,0,0,89,89,27770,0,0,0,0,0,0,0,0,0
202599,532,45060,2,Syracuse  NY ,617,617,208125,21,42,5204,5,19,3234,25,1363,100414,577,577,203223,21,42,5204,5,19,3234,25,1363,100414
202599,533,12460,5,Bainbridge  GA ,75,75,14839,0,0,0,0,0,0,12,60,5499,0,0,0,0,0,0,0,0,0,0,0,0
202599,533,45220,2,Tallahassee  FL ,1234,1234,251095,20,38,13446,3,12,1500,44,1458,313362,1226,1226,248095,20,38,13446,3,12,1500,44,1458,313362
202599,536,35700,5,Nogales  AZ ,353,353,87668,0,0,0,0,0,0,0,0,0,352,352,87264,0,0,0,0,0,0,0,0,0
202599,536,46060,2,Tucson  AZ ,3592,3592,1322506,24,48,6797,0,0,0,59,1018,196508,2785,2785,1116990,8,16,2993,0,0,0,17,350,96262
202599,538,12780,5,Bartlesville  OK ,17,17,4572,1,2,220,0,0,0,0,0,0,17,17,4572,1,2,220,0,0,0,0,0,0
202599,538,34780,5,Muskogee  OK ,51,51,13251,1,2,323,0,0,0,0,0,0,51,51,13251,1,2,323,0,0,0,0,0,0
202599,538,46140,2,Tulsa  OK ,3740,3740,942964,57,114,16045,2,8,1280,83,1292,164274,3675,3675,928658,57,114,16045,2,8,1280,65,1187,156197
202599,539,18420,5,Corinth  MS ,25,25,7205,5,10,617,0,0,0,0,0,0,25,25,7205,4,8,500,0,0,0,0,0,0
202599,539,46180,5,Tupelo  MS ,184,184,60624,1,2,400,1,3,600,1,5,755,183,183,60311,1,2,400,1,3,600,0,0,0
202599,540,27380,5,Jacksonville  TX ,37,37,10329,3,6,969,0,0,0,0,0,0,37,37,10329,3,6,969,0,0,0,0,0,0
202599,540,46340,2,Tyler  TX ,517,517,151717,4,8,1016,2,8,1230,2,10,1579,492,492,145255,4,8,1016,2,8,1230,2,10,1579
202599,542,32280,5,Martin  TN ,71,71,15360,0,0,0,0,0,0,0,0,0,54,54,13333,0,0,0,0,0,0,0,0,0
202599,542,46460,5,Union City  TN ,27,27,7106,0,0,0,0,0,0,0,0,0,24,24,6641,0,0,0,0,0,0,0,0,0
202599,544,38920,5,Port Lavaca  TX ,108,108,39246,0,0,0,0,0,0,0,0,0,108,108,39246,0,0,0,0,0,0,0,0,0
202599,544,47020,2,Victoria  TX ,43,43,12670,0,0,0,0,0,0,3,143,16665,43,43,12670,0,0,0,0,0,0,3,143,16665
202599,545,21020,5,Elizabeth City  NC ,274,274,52559,0,0,0,0,0,0,0,0,0,274,274,52559,0,0,0,0,0,0,0,0,0
202599,545,28620,5,Kill Devil Hills  NC ,325,325,177578,0,0,0,0,0,0,0,0,0,325,325,177578,0,0,0,0,0,0,0,0,0
202599,545,47260,2,Virginia Beach-Chesapeake-Norfolk  VA-NC ,3223,3223,1028936,30,60,7675,4,13,1092,19,657,77505,3211,3211,1026708,30,60,7675,4,13,1092,19,657,77505
202599,548,12580,2,Baltimore-Columbia-Towson  MD ,3606,3606,858077,12,24,2509,0,0,0,46,2169,602105,3606,3606,858077,12,24,2509,0,0,0,46,2169,602105
202599,548,15700,5,Cambridge  MD ,64,64,15473,0,0,0,0,0,0,0,0,0,41,41,11514,0,0,0,0,0,0,0,0,0
202599,548,16540,2,Chambersburg  PA ,576,576,191990,37,74,12070,2,8,1210,23,375,28432,340,340,113252,37,74,12070,2,8,1210,23,375,28432
202599,548,20660,5,Easton  MD ,198,198,68919,0,0,0,0,0,0,0,0,0,198,198,68919,0,0,0,0,0,0,0,0,0
202599,548,25180,2,Hagerstown-Martinsburg  MD-WV ,1416,1416,338440,3,6,1645,0,0,0,6,202,32350,1409,1409,336033,3,6,1645,0,0,0,6,202,32350
202599,548,29470,5,Lake of the Woods  VA ,339,339,87849,0,0,0,0,0,0,0,0,0,339,339,87849,0,0,0,0,0,0,0,0,0
202599,548,30500,2,Lexington Park  MD ,383,383,119259,0,0,0,3,11,3400,3,45,8573,383,383,119259,0,0,0,3,11,3400,3,45,8573
202599,548,47900,2,Washington-Arlington-Alexandria  DC-VA-MD-WV ,10168,10168,3189886,209,418,56118,3,12,1559,131,7392,1008322,10168,10168,3189886,209,418,56118,3,12,1559,131,7392,1008322
202599,548,49020,2,Winchester  VA-WV ,900,900,209007,2,4,1000,0,0,0,0,0,0,900,900,209007,2,4,1000,0,0,0,0,0,0
202599,554,44620,5,Stevens Point-Plover  WI ,122,122,41417,29,58,10154,0,0,0,4,64,10800,122,122,41417,29,58,10154,0,0,0,4,64,10800
202599,554,48140,2,Wausau  WI ,236,236,94301,5,10,1591,1,4,800,5,98,17800,236,236,94301,5,10,1591,1,4,800,5,98,17800
202599,554,49220,5,Wisconsin Rapids-Marshfield  WI ,130,130,45318,13,26,3986,0,0,0,0,0,0,105,105,32601,13,26,3986,0,0,0,0,0,0
202599,555,21120,5,Elk City  OK ,2,2,1092,0,0,0,0,0,0,0,0,0,2,2,1092,0,0,0,0,0,0,0,0,0
202599,555,48220,5,Weatherford  OK ,26,26,6061,4,8,980,0,0,0,1,5,330,24,24,5776,4,8,980,0,0,0,1,5,330
202599,556,11680,5,Arkansas City-Winfield  KS ,33,33,6269,1,2,255,0,0,0,0,0,0,7,7,2585,1,2,255,0,0,0,0,0,0
202599,556,48620,2,Wichita  KS ,1463,1463,510490,719,1438,208681,21,76,9595,7,134,16325,1322,1322,467409,657,1314,189729,18,67,8695,7,134,16325
202599,558,30820,5,Lock Haven  PA ,38,38,8924,0,0,0,0,0,0,0,0,0,25,25,5299,0,0,0,0,0,0,0,0,0
202599,558,48700,2,Williamsport  PA ,67,67,25074,1,2,30,0,0,0,0,0,0,55,55,21413,1,2,30,0,0,0,0,0,0
202599,566,41400,5,Salem  OH ,36,36,13745,2,4,800,6,18,2994,0,0,0,31,31,12057,2,4,800,6,18,2994,0,0,0
202599,566,49660,2,Youngstown-Warren  OH ,276,276,82612,5,10,1442,0,0,0,0,0,0,276,276,82612,5,10,1442,0,0,0,0,0,0
202599,999,10100,5,Aberdeen  SD ,65,65,18938,12,24,3303,0,0,0,2,80,5225,65,65,18938,12,24,3303,0,0,0,2,80,5225
202599,999,10140,5,Aberdeen  WA ,201,201,61941,3,6,689,5,17,1973,0,0,0,200,200,61742,3,6,689,5,17,1973,0,0,0
202599,999,10220,5,Ada  OK ,15,15,4206,6,12,1224,0,0,0,0,0,0,15,15,4206,6,12,1224,0,0,0,0,0,0
202599,999,10460,5,Alamogordo  NM ,3,3,890,0,0,0,0,0,0,0,0,0,3,3,890,0,0,0,0,0,0,0,0,0
202599,999,10480,5,Alamosa  CO ,176,176,49902,7,14,2145,0,0,0,0,0,0,148,148,44890,7,14,2145,0,0,0,0,0,0
202599,999,10500,4,Albany  GA ,154,154,28546,1,2,251,0,0,0,2,36,5100,128,128,21841,1,2,251,0,0,0,2,36,5100
202599,999,10660,5,Albert Lea  MN ,13,13,4193,0,0,0,0,0,0,0,0,0,13,13,4193,0,0,0,0,0,0,0,0,0
202599,999,10780,4,Alexandria  LA ,247,247,64685,13,26,1940,0,0,0,0,0,0,34,34,12472,1,2,200,0,0,0,0,0,0
202599,999,10820,5,Alexandria  MN ,157,157,59848,0,0,0,0,0,0,9,162,26598,134,134,48144,0,0,0,0,0,0,3,119,22200
202599,999,10980,5,Alpena  MI ,38,38,10886,0,0,0,0,0,0,1,34,2000,38,38,10886,0,0,0,0,0,0,1,34,2000
202599,999,11060,5,Altus  OK ,20,20,5371,0,0,0,0,0,0,0,0,0,20,20,5371,0,0,0,0,0,0,0,0,0
202599,999,11140,5,Americus  GA ,42,42,10978,0,0,0,0,0,0,1,12,1125,24,24,7148,0,0,0,0,0,0,0,0,0
202599,999,11260,4,Anchorage  AK ,226,226,110189,11,22,6665,4,13,3735,5,36,7477,225,225,109773,11,22,6665,4,13,3735,5,36,7477
202599,999,11500,4,Anniston-Oxford  AL ,130,130,20414,7,14,1885,0,0,0,0,0,0,119,119,17207,7,14,1885,0,0,0,0,0,0
202599,999,11620,5,Ardmore  OK ,55,55,12087,0,0,0,0,0,0,0,0,0,55,55,12087,0,0,0,0,0,0,0,0,0
202599,999,11660,5,Arkadelphia  AR ,6,6,1685,0,0,0,0,0,0,0,0,0,6,6,1685,0,0,0,0,0,0,0,0,0
202599,999,11820,5,Astoria  OR ,80,80,35520,2,4,707,0,0,0,11,153,22141,80,80,35520,2,4,707,0,0,0,11,153,22141
202599,999,12260,4,Augusta-Richmond County  GA-SC ,3688,3688,1016145,4,8,1065,12,43,6779,13,402,71576,2733,2733,827580,4,8,1065,12,43,6779,13,402,71576
202599,999,12300,5,Augusta-Waterville  ME ,398,398,103894,6,12,1740,0,0,0,5,100,15471,281,281,77976,5,10,1705,0,0,0,5,100,15471
202599,999,12420,4,Austin-Round Rock-San Marcos  TX ,14810,14810,4576418,338,676,92836,24,87,12034,210,11749,1571941,12923,12923,4161881,328,656,90127,21,78,11134,210,11749,1571941
202599,999,12520,5,Baker City  OR ,42,42,10480,1,2,427,0,0,0,0,0,0,42,42,10480,1,2,427,0,0,0,0,0,0
202599,999,12540,4,Bakersfield-Delano  CA ,2793,2793,653196,114,228,30779,4,13,1224,15,125,14229,2015,2015,431698,28,56,3181,4,13,1224,9,95,10446
202599,999,12620,4,Bangor  ME ,316,316,83415,18,36,5662,12,43,5267,6,91,11801,176,176,51426,16,32,4982,9,34,4166,5,66,9323
202599,999,12900,5,Batesville  AR ,9,9,4010,6,12,1075,1,3,175,1,9,700,9,9,4010,6,12,1075,1,3,175,1,9,700
202599,999,13140,4,Beaumont-Port Arthur  TX ,879,879,256357,5,10,1134,1,4,983,13,67,8233,749,749,224022,1,2,250,1,4,983,2,10,2404
202599,999,13220,4,Beckley  WV ,77,77,22435,0,0,0,0,0,0,0,0,0,77,77,22435,0,0,0,0,0,0,0,0,0
202599,999,13300,5,Beeville  TX ,14,14,4147,0,0,0,0,0,0,0,0,0,14,14,4147,0,0,0,0,0,0,0,0,0
202599,999,13380,4,Bellingham  WA ,607,607,194303,32,64,11264,13,47,11712,13,496,63825,518,518,166946,32,64,11264,12,44,11014,13,496,63825
202599,999,13420,5,Bemidji  MN ,77,77,21526,0,0,0,0,0,0,16,91,3313,52,52,16662,0,0,0,0,0,0,1,6,922
202599,999,13460,4,Bend  OR ,1414,1414,538226,83,166,35233,9,31,7251,58,1511,242958,1414,1414,538226,83,166,35233,9,31,7251,58,1511,242958
202599,999,13540,5,Bennington  VT ,48,48,16299,1,2,500,0,0,0,1,6,1600,43,43,12111,1,2,500,0,0,0,1,6,1600
202599,999,13700,5,Big Spring  TX ,6,6,1777,0,0,0,0,0,0,0,0,0,6,6,1777,0,0,0,0,0,0,0,0,0
202599,999,13740,4,Billings  MT ,709,709,223739,90,180,32287,6,24,4322,2,116,30000,709,709,223739,90,180,32287,6,24,4322,2,116,30000
202599,999,13780,4,Binghamton  NY ,159,159,36888,2,4,300,1,3,344,40,302,36863,95,95,22713,2,4,300,1,3,344,1,72,10592
202599,999,13860,5,Bishop  CA ,10,10,2908,0,0,0,0,0,0,0,0,0,10,10,2908,0,0,0,0,0,0,0,0,0
202599,999,13900,4,Bismarck  ND ,369,369,129281,13,26,7022,3,10,2223,1,6,1085,362,362,126799,13,26,7022,3,10,2223,1,6,1085
202599,999,13980,4,Blacksburg-Christiansburg-Radford  VA ,416,416,131289,2,4,660,0,0,0,6,72,17400,332,332,107425,2,4,660,0,0,0,6,72,17400
202599,999,14140,5,Bluefield  WV-VA ,20,20,3745,0,0,0,0,0,0,0,0,0,16,16,2930,0,0,0,0,0,0,0,0,0
202599,999,14180,5,Blytheville  AR ,59,59,10455,0,0,0,0,0,0,1,10,110,3,3,925,0,0,0,0,0,0,1,10,110
202599,999,14380,5,Boone  NC ,238,238,180976,5,10,3420,1,4,625,8,284,115551,207,207,171329,5,10,3420,1,4,625,8,284,115551
202599,999,14580,4,Bozeman  MT ,843,843,200645,30,60,11577,22,74,12867,26,567,63144,591,591,137062,3,6,1257,1,3,541,4,31,6534
202599,999,14620,5,Bradford  PA ,21,21,4035,0,0,0,0,0,0,1,12,1765,16,16,2918,0,0,0,0,0,0,1,12,1765
202599,999,14660,5,Brainerd  MN ,708,708,236919,2,4,640,4,16,2534,4,168,46598,577,577,195716,2,4,640,4,16,2534,4,168,46598
202599,999,14700,5,Branson  MO ,861,861,294053,1,2,428,0,0,0,0,0,0,856,856,292571,1,2,428,0,0,0,0,0,0
202599,999,14720,5,Breckenridge  CO ,181,181,123699,0,0,0,1,3,729,15,180,48401,84,84,89004,0,0,0,0,0,0,5,126,36280
202599,999,15100,5,Brookings  SD ,141,141,40529,1,2,450,4,16,3450,2,198,25825,141,141,40529,1,2,450,4,16,3450,2,198,25825
202599,999,15220,5,Brownwood  TX ,154,154,37740,1,2,300,0,0,0,5,49,6500,45,45,7794,1,2,300,0,0,0,5,49,6500
202599,999,15260,4,Brunswick-St.Simons  GA ,599,599,242431,16,32,700,0,0,0,0,0,0,540,540,229327,16,32,700,0,0,0,0,0,0
202599,999,15420,5,Burley  ID ,239,239,79979,5,10,1934,4,14,2649,1,5,1219,237,237,79383,5,10,1934,4,14,2649,1,5,1219
202599,999,15580,5,Butte-Silver Bow  MT ,81,81,7730,1,2,70,7,28,3953,2,19,1639,81,81,7730,1,2,70,7,28,3953,2,19,1639
202599,999,15620,5,Cadillac  MI ,107,107,27760,0,0,0,0,0,0,14,119,28101,72,72,20494,0,0,0,0,0,0,1,50,6502
202599,999,15780,5,Camden  AR ,3,3,625,0,0,0,0,0,0,0,0,0,3,3,625,0,0,0,0,0,0,0,0,0
202599,999,15820,5,Campbellsville  KY ,13,13,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,999,16100,5,Carlsbad-Artesia  NM ,183,183,63766,11,22,1530,0,0,0,2,36,5600,183,183,63766,11,22,1530,0,0,0,2,36,5600
202599,999,16140,5,Carroll  IA ,29,29,11182,2,4,800,1,3,400,0,0,0,27,27,10782,2,4,800,1,3,400,0,0,0
202599,999,16220,4,Casper  WY ,197,197,53495,1,2,1000,0,0,0,0,0,0,197,197,53495,1,2,1000,0,0,0,0,0,0
202599,999,16260,5,Cedar City  UT ,678,678,190390,0,0,0,0,0,0,0,0,0,678,678,190390,0,0,0,0,0,0,0,0,0
202599,999,16660,5,Charleston-Mattoon  IL ,16,16,4158,0,0,0,0,0,0,0,0,0,16,16,4158,0,0,0,0,0,0,0,0,0
202599,999,16700,4,Charleston-North Charleston  SC ,5799,5799,2153346,19,38,3638,36,113,4064,101,1337,140043,3021,3021,1416751,0,0,0,0,0,0,7,288,62426
202599,999,16820,4,Charlottesville  VA ,1068,1068,335217,3,6,769,6,18,1426,28,1043,241216,458,458,104545,1,2,529,0,0,0,14,884,221580
202599,999,16940,4,Cheyenne  WY ,325,325,79310,2,4,444,10,39,4136,7,188,35769,325,325,79310,2,4,444,10,39,4136,7,188,35769
202599,999,17020,4,Chico  CA ,662,662,134510,14,28,2693,2,6,685,12,301,27965,263,263,58832,7,14,1605,0,0,0,4,228,21583
202599,999,17300,4,Clarksville  TN-KY ,1754,1754,409112,23,46,6048,25,98,10976,93,1018,101306,1754,1754,409112,23,46,6048,25,98,10976,93,1018,101306
202599,999,17340,5,Clearlake  CA ,45,45,10482,0,0,0,0,0,0,3,40,4515,45,45,10482,0,0,0,0,0,0,3,40,4515
202599,999,17380,5,Cleveland  MS ,20,20,4624,0,0,0,0,0,0,0,0,0,15,15,3110,0,0,0,0,0,0,0,0,0
202599,999,17580,5,Clovis  NM ,22,22,9686,20,40,7762,0,0,0,0,0,0,22,22,9686,20,40,7762,0,0,0,0,0,0
202599,999,17650,5,Cody  WY ,167,167,50010,4,8,1080,2,6,700,0,0,0,167,167,50010,4,8,1080,2,6,700,0,0,0
202599,999,17740,5,Coldwater  MI ,40,40,12201,2,4,1050,0,0,0,0,0,0,4,4,1050,2,4,1050,0,0,0,0,0,0
202599,999,17780,4,College Station-Bryan  TX ,1748,1748,382030,32,64,8417,31,124,7956,9,455,85732,1748,1748,382030,32,64,8417,31,124,7956,9,455,85732
202599,999,17820,4,Colorado Springs  CO ,2839,2839,1508789,91,182,32710,0,0,0,65,2804,558513,2756,2756,1486710,91,182,32710,0,0,0,65,2804,558513
202599,999,18100,5,Columbus  NE ,176,176,44297,24,48,10257,4,16,2000,5,234,28590,176,176,44297,24,48,10257,4,16,2000,5,234,28590
202599,999,18260,5,Cookeville  TN ,749,749,208196,4,8,1487,2,6,436,4,38,7765,730,730,205432,4,8,1487,2,6,436,4,38,7765
202599,999,18300,5,Coos Bay-North Bend  OR ,59,59,20838,1,2,180,2,6,1243,0,0,0,53,53,18641,1,2,180,2,6,1243,0,0,0
202599,999,18380,5,Cordele  GA ,27,27,7853,0,0,0,0,0,0,0,0,0,23,23,7013,0,0,0,0,0,0,0,0,0
202599,999,18880,4,Crestview-Fort Walton Beach-Destin  FL ,2414,2414,1264381,38,76,15049,2,7,2011,56,959,202229,2410,2410,1262836,38,76,15049,2,7,2011,56,959,202229
202599,999,18900,5,Crossville  TN ,102,102,15720,13,26,5213,0,0,0,0,0,0,102,102,15720,13,26,5213,0,0,0,0,0,0
202599,999,19060,5,Cumberland  MD-WV ,78,78,20934,0,0,0,0,0,0,0,0,0,78,78,20934,0,0,0,0,0,0,0,0,0
202599,999,19220,5,Danville  KY ,180,180,43750,1,2,234,0,0,0,0,0,0,92,92,29077,1,2,234,0,0,0,0,0,0
202599,999,19260,5,Danville  VA ,84,84,20400,1,2,170,0,0,0,0,0,0,22,22,5376,1,2,170,0,0,0,0,0,0
202599,999,19500,4,Decatur  IL ,32,32,13425,1,2,250,1,4,560,0,0,0,32,32,13425,1,2,250,1,4,560,0,0,0
202599,999,19580,5,Defiance  OH ,46,46,15335,0,0,0,0,0,0,0,0,0,42,42,14535,0,0,0,0,0,0,0,0,0
202599,999,19620,5,Del Rio  TX ,73,73,17145,0,0,0,0,0,0,0,0,0,3,3,889,0,0,0,0,0,0,0,0,0
202599,999,19700,5,Deming  NM ,2,2,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,999,19810,5,Detroit Lakes  MN ,138,138,52276,4,8,1000,0,0,0,1,36,7500,138,138,52276,4,8,1000,0,0,0,1,36,7500
202599,999,19860,5,Dickinson  ND ,88,88,39185,0,0,0,0,0,0,0,0,0,85,85,38465,0,0,0,0,0,0,0,0,0
202599,999,19980,5,Dodge City  KS ,62,62,16302,1,2,400,0,0,0,0,0,0,62,62,16302,1,2,400,0,0,0,0,0,0
202599,999,20060,5,Douglas  GA ,91,91,17246,0,0,0,5,15,1200,0,0,0,28,28,6494,0,0,0,0,0,0,0,0,0
202599,999,20140,5,Dublin  GA ,38,38,7697,0,0,0,0,0,0,3,64,8075,31,31,6175,0,0,0,0,0,0,3,64,8075
202599,999,20220,4,Dubuque  IA ,159,159,78975,2,4,875,2,7,2150,6,164,10674,157,157,78095,2,4,875,2,7,2150,6,164,10674
202599,999,20300,5,Dumas  TX ,15,15,2619,2,4,400,0,0,0,0,0,0,15,15,2619,2,4,400,0,0,0,0,0,0
202599,999,20420,5,Durango  CO ,188,188,113821,4,8,2742,3,12,2000,8,168,17660,188,188,113821,4,8,2742,3,12,2000,8,168,17660
202599,999,20540,5,Dyersburg  TN ,75,75,20155,0,0,0,0,0,0,0,0,0,75,75,20155,0,0,0,0,0,0,0,0,0
202599,999,20580,4,Eagle Pass  TX ,64,64,21091,9,18,3558,0,0,0,1,12,800,64,64,21091,9,18,3558,0,0,0,1,12,800
202599,999,20820,5,Effingham  IL ,30,30,14755,0,0,0,0,0,0,3,20,1900,30,30,14755,0,0,0,0,0,0,3,20,1900
202599,999,20940,4,El Centro  CA ,224,224,37782,9,18,1126,0,0,0,0,0,0,224,224,37782,9,18,1126,0,0,0,0,0,0
202599,999,20980,5,El Dorado  AR ,19,19,3585,0,0,0,0,0,0,0,0,0,5,5,1138,0,0,0,0,0,0,0,0,0
202599,999,21180,5,Elkins  WV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,999,21220,5,Elko  NV ,118,118,31737,0,0,0,0,0,0,0,0,0,118,118,31737,0,0,0,0,0,0,0,0,0
202599,999,21260,5,Ellensburg  WA ,240,240,99839,0,0,0,0,0,0,2,48,7414,230,230,96948,0,0,0,0,0,0,2,48,7414
202599,999,21380,5,Emporia  KS ,33,33,7232,1,2,197,0,0,0,2,24,7733,33,33,7232,1,2,197,0,0,0,2,24,7733
202599,999,21420,4,Enid  OK ,10,10,3096,5,10,1123,0,0,0,0,0,0,9,9,2871,5,10,1123,0,0,0,0,0,0
202599,999,21540,5,Escanaba  MI ,58,58,15349,0,0,0,0,0,0,0,0,0,58,58,15349,0,0,0,0,0,0,0,0,0
202599,999,21640,5,Eufaula  AL-GA ,38,38,6573,0,0,0,0,0,0,0,0,0,38,38,6573,0,0,0,0,0,0,0,0,0
202599,999,21660,4,Eugene-Springfield  OR ,730,730,202728,9,18,4395,12,48,12531,33,749,122004,374,374,103169,0,0,0,12,48,12531,22,616,100030
202599,999,21700,5,Eureka-Arcata  CA ,160,160,34774,5,10,1336,10,38,5723,6,117,20184,156,156,34284,4,8,1030,10,38,5723,6,117,20184
202599,999,21740,5,Evanston  WY-UT ,117,117,51935,0,0,0,2,8,2121,2,16,6000,77,77,37801,0,0,0,2,8,2121,2,16,6000
202599,999,21820,4,Fairbanks-College  AK ,13,13,6241,3,6,1950,0,0,0,1,12,2900,13,13,6241,3,6,1950,0,0,0,1,12,2900
202599,999,21860,5,Fairmont  MN ,13,13,3954,0,0,0,0,0,0,0,0,0,11,11,3313,0,0,0,0,0,0,0,0,0
202599,999,22140,4,Farmington  NM ,80,80,24363,0,0,0,0,0,0,0,0,0,80,80,24363,0,0,0,0,0,0,0,0,0
202599,999,22220,4,Fayetteville-Springdale-Rogers  AR ,5666,5666,1901175,178,356,65502,5,17,3236,124,2922,480874,4950,4950,1725330,145,290,56045,5,17,3236,84,2576,454798
202599,999,22260,5,Fergus Falls  MN ,60,60,19015,6,12,2595,0,0,0,0,0,0,53,53,16271,6,12,2595,0,0,0,0,0,0
202599,999,22340,5,Fitzgerald  GA ,13,13,2048,2,4,300,0,0,0,0,0,0,6,6,1112,2,4,300,0,0,0,0,0,0
202599,999,22380,4,Flagstaff  AZ ,421,421,157587,12,24,3803,2,6,1291,7,183,23020,315,315,121040,12,24,3803,2,6,1291,7,183,23020
202599,999,22500,4,Florence  SC ,750,750,132549,8,16,1526,0,0,0,2,136,23126,480,480,81078,1,2,140,0,0,0,1,130,22539
202599,999,22540,4,Fond du Lac  WI ,172,172,61372,9,18,3863,0,0,0,0,0,0,113,113,42016,9,18,3863,0,0,0,0,0,0
202599,999,22580,5,Forest City  NC ,203,203,65950,10,20,2130,0,0,0,3,46,5244,203,203,65950,10,20,2130,0,0,0,3,46,5244
202599,999,22660,4,Fort Collins  CO ,985,985,371186,5,10,1066,19,74,9167,74,1367,236455,963,963,362198,5,10,1066,19,74,9167,73,1362,235163
202599,999,22700,5,Fort Dodge  IA ,23,23,5687,0,0,0,0,0,0,0,0,0,9,9,2687,0,0,0,0,0,0,0,0,0
202599,999,22780,5,Fort Leonard Wood  MO ,99,99,22388,0,0,0,0,0,0,0,0,0,58,58,17326,0,0,0,0,0,0,0,0,0
202599,999,22820,5,Fort Morgan  CO ,53,53,16753,1,2,665,0,0,0,0,0,0,51,51,16489,1,2,665,0,0,0,0,0,0
202599,999,22900,4,Fort Smith  AR-OK ,245,245,66254,145,290,34977,5,16,1343,7,112,10003,189,189,60536,142,284,34490,1,4,323,7,112,10003
202599,999,23460,4,Gadsden  AL ,123,123,30668,0,0,0,0,0,0,0,0,0,123,123,30668,0,0,0,0,0,0,0,0,0
202599,999,23660,5,Galesburg  IL ,1,1,115,0,0,0,0,0,0,0,0,0,1,1,115,0,0,0,0,0,0,0,0,0
202599,999,23680,5,Gallipolis  OH ,4,4,503,0,0,0,1,3,225,0,0,0,3,3,200,0,0,0,1,3,225,0,0,0
202599,999,23700,5,Gallup  NM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202599,999,23780,5,Garden City  KS ,39,39,7244,0,0,0,5,20,2375,4,48,7651,39,39,7244,0,0,0,5,20,2375,4,48,7651
202599,999,23940,5,Gillette  WY ,21,21,8649,0,0,0,0,0,0,0,0,0,21,21,8649,0,0,0,0,0,0,0,0,0
202599,999,24140,4,Goldsboro  NC ,879,879,148257,6,12,1282,3,9,1037,3,54,5650,846,846,141963,5,10,1062,2,6,600,3,54,5650
202599,999,24220,4,Grand Forks  ND-MN ,157,157,52516,0,0,0,0,0,0,1,71,1315,139,139,48940,0,0,0,0,0,0,0,0,0
202599,999,24260,4,Grand Island  NE ,129,129,37557,37,74,14251,8,27,4831,3,37,5875,92,92,29125,37,74,14251,8,27,4831,3,37,5875
202599,999,24300,4,Grand Junction  CO ,693,693,106548,0,0,0,0,0,0,7,117,6372,693,693,106548,0,0,0,0,0,0,7,117,6372
202599,999,24460,5,Great Bend  KS ,9,9,2520,0,0,0,0,0,0,0,0,0,5,5,1560,0,0,0,0,0,0,0,0,0
202599,999,24500,4,Great Falls  MT ,153,153,58849,4,8,2056,4,16,2750,2,76,27600,125,125,48283,2,4,640,4,16,2750,2,76,27600
202599,999,24740,5,Greenville  MS ,7,7,3523,0,0,0,0,0,0,0,0,0,7,7,3523,0,0,0,0,0,0,0,0,0
202599,999,24900,5,Greenwood  MS ,5,5,1342,0,0,0,0,0,0,1,27,1366,0,0,0,0,0,0,0,0,0,0,0,0
202599,999,24980,5,Grenada  MS ,13,13,531,0,0,0,0,0,0,19,143,10160,2,2,102,0,0,0,0,0,0,4,54,7935
